request_id,arrival_time_ms,prompt_tokens,output_tokens,tenant_id,priority_class,ttft_slo_ms,itl_slo_ms,prefix_id,abandoned_at_ms,request_type
burstgpt-000000,0,472,18,model-chatgpt,interactive,950,145,,,
burstgpt-000001,800,1087,230,model-chatgpt,interactive,950,145,,,
burstgpt-000002,2260,417,276,model-gpt-4,interactive,950,145,,,
burstgpt-000003,3600,1360,647,model-chatgpt,interactive,950,145,,,
burstgpt-000004,4180,185,215,model-chatgpt,interactive,950,145,,,
burstgpt-000005,4560,586,293,model-gpt-4,interactive,950,145,,,
burstgpt-000006,5120,37,1656,model-chatgpt,interactive,950,145,,,
burstgpt-000007,5240,54,503,model-chatgpt,interactive,950,145,,,
burstgpt-000008,8100,1528,414,model-chatgpt,interactive,950,145,,,
burstgpt-000009,10600,89,370,model-chatgpt,interactive,950,145,,,
burstgpt-000010,11100,549,362,model-gpt-4,interactive,950,145,,,
burstgpt-000011,12660,172,69,model-chatgpt,interactive,950,145,,,
burstgpt-000012,13620,969,206,model-gpt-4,interactive,950,145,,,
burstgpt-000013,14720,97,137,model-chatgpt,interactive,950,145,,,
burstgpt-000014,15320,1574,501,model-gpt-4,interactive,950,145,,,
burstgpt-000015,16320,253,239,model-chatgpt,interactive,950,145,,,
burstgpt-000016,19220,23,344,model-chatgpt,interactive,950,145,,,
burstgpt-000017,19380,509,207,model-chatgpt,interactive,950,145,,,
burstgpt-000018,20460,387,349,model-chatgpt,interactive,950,145,,,
burstgpt-000019,21340,733,180,model-chatgpt,interactive,950,145,,,
burstgpt-000020,22480,1305,477,model-chatgpt,interactive,950,145,,,
burstgpt-000021,25460,17,382,model-chatgpt,interactive,950,145,,,
burstgpt-000022,28880,601,557,model-chatgpt,interactive,950,145,,,
burstgpt-000023,32120,1327,239,model-gpt-4,interactive,950,145,,,
burstgpt-000024,35500,1437,181,model-chatgpt,interactive,950,145,,,
burstgpt-000025,41280,1336,245,model-chatgpt,interactive,950,145,,,
burstgpt-000026,43360,19,440,model-chatgpt,interactive,950,145,,,
burstgpt-000027,45360,92,95,model-gpt-4,interactive,950,145,,,
burstgpt-000028,45760,507,448,model-chatgpt,interactive,950,145,,,
burstgpt-000029,51480,938,263,model-chatgpt,interactive,950,145,,,
burstgpt-000030,51580,1544,608,model-chatgpt,interactive,950,145,,,
burstgpt-000031,52060,1840,378,model-gpt-4,interactive,950,145,,,
burstgpt-000032,53580,991,462,model-chatgpt,interactive,950,145,,,
burstgpt-000033,56420,1109,329,model-chatgpt,interactive,950,145,,,
burstgpt-000034,60080,1476,443,model-chatgpt,interactive,950,145,,,
burstgpt-000035,61720,14,11,model-chatgpt,interactive,950,145,,,
burstgpt-000036,64540,1741,428,model-gpt-4,interactive,950,145,,,
burstgpt-000037,91380,1306,267,model-chatgpt,interactive,950,145,,,
burstgpt-000038,95860,614,323,model-gpt-4,interactive,950,145,,,
burstgpt-000039,116140,1960,136,model-chatgpt,interactive,950,145,,,
burstgpt-000040,120880,1698,627,model-chatgpt,interactive,950,145,,,
burstgpt-000041,125160,1907,616,model-chatgpt,interactive,950,145,,,
burstgpt-000042,129880,137,225,model-chatgpt,interactive,950,145,,,
burstgpt-000043,137540,20,86,model-gpt-4,interactive,950,145,,,
burstgpt-000044,139860,127,268,model-gpt-4,interactive,950,145,,,
burstgpt-000045,148740,665,167,model-gpt-4,interactive,950,145,,,
burstgpt-000046,159540,855,297,model-gpt-4,interactive,950,145,,,
burstgpt-000047,160940,1191,30,model-gpt-4,interactive,950,145,,,
burstgpt-000048,162420,18,67,model-gpt-4,interactive,950,145,,,
burstgpt-000049,164060,101,148,model-gpt-4,interactive,950,145,,,
burstgpt-000050,164120,112,336,model-chatgpt,interactive,950,145,,,
burstgpt-000051,165060,264,76,model-gpt-4,interactive,950,145,,,
burstgpt-000052,173520,82,343,model-chatgpt,interactive,950,145,,,
burstgpt-000053,175540,506,343,model-chatgpt,interactive,950,145,,,
burstgpt-000054,179680,530,339,model-chatgpt,interactive,950,145,,,
burstgpt-000055,180200,942,396,model-chatgpt,interactive,950,145,,,
burstgpt-000056,188260,1364,416,model-chatgpt,interactive,950,145,,,
burstgpt-000057,204000,122,496,model-chatgpt,interactive,950,145,,,
burstgpt-000058,208180,24,63,model-chatgpt,interactive,950,145,,,
burstgpt-000059,208760,698,258,model-chatgpt,interactive,950,145,,,
burstgpt-000060,211440,103,76,model-chatgpt,interactive,950,145,,,
burstgpt-000061,211900,1073,129,model-chatgpt,interactive,950,145,,,
burstgpt-000062,211960,200,95,model-chatgpt,interactive,950,145,,,
burstgpt-000063,212620,1282,188,model-chatgpt,interactive,950,145,,,
burstgpt-000064,213280,1762,418,model-chatgpt,interactive,950,145,,,
burstgpt-000065,214700,1625,268,model-chatgpt,interactive,950,145,,,
burstgpt-000066,215100,25,326,model-chatgpt,interactive,950,145,,,
burstgpt-000067,215100,1639,188,model-chatgpt,interactive,950,145,,,
burstgpt-000068,216140,42,197,model-chatgpt,interactive,950,145,,,
burstgpt-000069,216400,1637,231,model-chatgpt,interactive,950,145,,,
burstgpt-000070,218880,1701,381,model-chatgpt,interactive,950,145,,,
burstgpt-000071,219800,383,319,model-chatgpt,interactive,950,145,,,
burstgpt-000072,221820,266,246,model-chatgpt,interactive,950,145,,,
burstgpt-000073,228120,1450,497,model-chatgpt,interactive,950,145,,,
burstgpt-000074,230240,1631,422,model-chatgpt,interactive,950,145,,,
burstgpt-000075,230680,540,285,model-chatgpt,interactive,950,145,,,
burstgpt-000076,232740,1797,577,model-chatgpt,interactive,950,145,,,
burstgpt-000077,236240,20,310,model-chatgpt,interactive,950,145,,,
burstgpt-000078,236960,352,298,model-chatgpt,interactive,950,145,,,
burstgpt-000079,251100,726,334,model-chatgpt,interactive,950,145,,,
burstgpt-000080,292260,870,269,model-chatgpt,interactive,950,145,,,
burstgpt-000081,380300,66,342,model-chatgpt,interactive,950,145,,,
burstgpt-000082,382060,478,296,model-chatgpt,interactive,950,145,,,
burstgpt-000083,389880,837,292,model-chatgpt,interactive,950,145,,,
burstgpt-000084,391920,1152,237,model-chatgpt,interactive,950,145,,,
burstgpt-000085,405660,42,17,model-chatgpt,interactive,950,145,,,
burstgpt-000086,538680,29,69,model-chatgpt,interactive,950,145,,,
burstgpt-000087,540640,136,74,model-chatgpt,interactive,950,145,,,
burstgpt-000088,543140,229,69,model-chatgpt,interactive,950,145,,,
burstgpt-000089,546040,326,66,model-chatgpt,interactive,950,145,,,
burstgpt-000090,557780,408,322,model-chatgpt,interactive,950,145,,,
burstgpt-000091,558860,667,79,model-chatgpt,interactive,950,145,,,
burstgpt-000092,567680,657,192,model-chatgpt,interactive,950,145,,,
burstgpt-000093,568620,788,292,model-chatgpt,interactive,950,145,,,
burstgpt-000094,571320,1035,227,model-chatgpt,interactive,950,145,,,
burstgpt-000095,575200,930,83,model-gpt-4,standard,2600,280,,,
burstgpt-000096,576480,929,80,model-gpt-4,standard,2600,280,,,
burstgpt-000097,588900,36,14,model-chatgpt,interactive,950,145,,,
burstgpt-000098,590880,103,23,model-chatgpt,interactive,950,145,,,
burstgpt-000099,591260,209,242,model-chatgpt,interactive,950,145,,,
burstgpt-000100,592860,505,166,model-chatgpt,interactive,950,145,,,
burstgpt-000101,596340,166,34,model-chatgpt,interactive,950,145,,,
burstgpt-000102,596540,19,326,model-chatgpt,interactive,950,145,,,
burstgpt-000103,596860,239,30,model-chatgpt,interactive,950,145,,,
burstgpt-000104,597300,357,559,model-chatgpt,interactive,950,145,,,
burstgpt-000105,598040,320,28,model-chatgpt,interactive,950,145,,,
burstgpt-000106,599640,333,35,model-chatgpt,interactive,950,145,,,
burstgpt-000107,599740,342,11,model-chatgpt,interactive,950,145,,,
burstgpt-000108,600380,353,62,model-chatgpt,interactive,950,145,,,
burstgpt-000109,601820,26,205,model-chatgpt,interactive,950,145,,,
burstgpt-000110,606380,950,67,model-chatgpt,interactive,950,145,,,
burstgpt-000111,606740,249,229,model-chatgpt,interactive,950,145,,,
burstgpt-000112,606860,926,73,model-chatgpt,interactive,950,145,,,
burstgpt-000113,607260,495,270,model-chatgpt,interactive,950,145,,,
burstgpt-000114,607320,807,73,model-chatgpt,interactive,950,145,,,
burstgpt-000115,607760,587,96,model-chatgpt,interactive,950,145,,,
burstgpt-000116,608340,1539,82,model-chatgpt,interactive,950,145,,,
burstgpt-000117,608380,428,194,model-chatgpt,interactive,950,145,,,
burstgpt-000118,609420,434,1018,model-chatgpt,interactive,950,145,,,
burstgpt-000119,610460,561,79,model-chatgpt,interactive,950,145,,,
burstgpt-000120,611920,565,90,model-chatgpt,interactive,950,145,,,
