request_id,arrival_time_ms,prompt_tokens,output_tokens,tenant_id,priority_class,ttft_slo_ms,itl_slo_ms,prefix_id,abandoned_at_ms,request_type
burstgpt-000000,0,472,18,model-chatgpt,interactive,950,145,,,
burstgpt-000001,200,1087,230,model-chatgpt,interactive,950,145,,,
burstgpt-000002,565,417,276,model-gpt-4,interactive,950,145,,,
burstgpt-000003,900,1360,647,model-chatgpt,interactive,950,145,,,
burstgpt-000004,1045,185,215,model-chatgpt,interactive,950,145,,,
burstgpt-000005,1140,586,293,model-gpt-4,interactive,950,145,,,
burstgpt-000006,1280,37,1656,model-chatgpt,interactive,950,145,,,
burstgpt-000007,1310,54,503,model-chatgpt,interactive,950,145,,,
burstgpt-000008,2025,1528,414,model-chatgpt,interactive,950,145,,,
burstgpt-000009,2650,89,370,model-chatgpt,interactive,950,145,,,
burstgpt-000010,2775,549,362,model-gpt-4,interactive,950,145,,,
burstgpt-000011,3165,172,69,model-chatgpt,interactive,950,145,,,
burstgpt-000012,3405,969,206,model-gpt-4,interactive,950,145,,,
burstgpt-000013,3680,97,137,model-chatgpt,interactive,950,145,,,
burstgpt-000014,3830,1574,501,model-gpt-4,interactive,950,145,,,
burstgpt-000015,4080,253,239,model-chatgpt,interactive,950,145,,,
burstgpt-000016,4805,23,344,model-chatgpt,interactive,950,145,,,
burstgpt-000017,4845,509,207,model-chatgpt,interactive,950,145,,,
burstgpt-000018,5115,387,349,model-chatgpt,interactive,950,145,,,
burstgpt-000019,5335,733,180,model-chatgpt,interactive,950,145,,,
burstgpt-000020,5620,1305,477,model-chatgpt,interactive,950,145,,,
burstgpt-000021,6365,17,382,model-chatgpt,interactive,950,145,,,
burstgpt-000022,7220,601,557,model-chatgpt,interactive,950,145,,,
burstgpt-000023,8030,1327,239,model-gpt-4,interactive,950,145,,,
burstgpt-000024,8875,1437,181,model-chatgpt,interactive,950,145,,,
burstgpt-000025,10320,1336,245,model-chatgpt,interactive,950,145,,,
burstgpt-000026,10840,19,440,model-chatgpt,interactive,950,145,,,
burstgpt-000027,11340,92,95,model-gpt-4,interactive,950,145,,,
burstgpt-000028,11440,507,448,model-chatgpt,interactive,950,145,,,
burstgpt-000029,12870,938,263,model-chatgpt,interactive,950,145,,,
burstgpt-000030,12895,1544,608,model-chatgpt,interactive,950,145,,,
burstgpt-000031,13015,1840,378,model-gpt-4,interactive,950,145,,,
burstgpt-000032,13395,991,462,model-chatgpt,interactive,950,145,,,
burstgpt-000033,14105,1109,329,model-chatgpt,interactive,950,145,,,
burstgpt-000034,15020,1476,443,model-chatgpt,interactive,950,145,,,
burstgpt-000035,15430,14,11,model-chatgpt,interactive,950,145,,,
burstgpt-000036,16135,1741,428,model-gpt-4,interactive,950,145,,,
burstgpt-000037,22845,1306,267,model-chatgpt,interactive,950,145,,,
burstgpt-000038,23965,614,323,model-gpt-4,interactive,950,145,,,
burstgpt-000039,29035,1960,136,model-chatgpt,interactive,950,145,,,
burstgpt-000040,30220,1698,627,model-chatgpt,interactive,950,145,,,
burstgpt-000041,31290,1907,616,model-chatgpt,interactive,950,145,,,
burstgpt-000042,32470,137,225,model-chatgpt,interactive,950,145,,,
burstgpt-000043,34385,20,86,model-gpt-4,interactive,950,145,,,
